grant_key	principal	principal_kind	record_kind	object_kind	object_schema	object_identity	privilege_or_attribute	expected_effective	actual_effective	actual_direct	grantor	is_grantable	effective_via	default_acl_owner	default_acl_schema	test_id	replay_match	status
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.require_reviewer()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.require_reviewer()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.scope_matches_bridge(uuid,uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.scope_matches_bridge(uuid,uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.subject_applies_to_delivery(rights.rights_subject_kind,uuid,uuid,uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.subject_applies_to_delivery(rights.rights_subject_kind,uuid,uuid,uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.takedown_scope_target_key(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.takedown_scope_target_key(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.validate_one_delivery_assessment(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.validate_one_delivery_assessment(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.validate_one_object_visual_reference(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.validate_one_object_visual_reference(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.validate_one_provider_policy_evaluation(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.validate_one_provider_policy_evaluation(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|workflow|workflow.claim_review_case(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	workflow	workflow.claim_review_case(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|workflow|workflow.enforce_review_case_subtype()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	workflow	workflow.enforce_review_case_subtype()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|workflow|workflow.validate_one_review_case(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	workflow	workflow.validate_one_review_case(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|api_v1|api_v1|CREATE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	api_v1	api_v1	CREATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|api_v1|api_v1|USAGE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	api_v1	api_v1	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|audit|audit|CREATE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	audit	audit	CREATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|audit|audit|USAGE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	audit	audit	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|core|core|CREATE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	core	core	CREATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|core|core|USAGE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	core	core	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|provenance|provenance|CREATE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	provenance	provenance	CREATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|provenance|provenance|USAGE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	provenance	provenance	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|raw|raw|CREATE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	raw	raw	CREATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|raw|raw|USAGE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	raw	raw	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|release|release|CREATE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	release	release	CREATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|release|release|USAGE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	release	release	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|research|research|CREATE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	research	research	CREATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|research|research|USAGE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	research	research	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|rights|rights|CREATE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	rights	rights	CREATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|rights|rights|USAGE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	rights	rights	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|workflow|workflow|CREATE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	workflow	workflow	CREATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|SCHEMA_PRIVILEGE|workflow|workflow|USAGE	gda_v49_phase2a_publisher	ROLE	SCHEMA_PRIVILEGE	SCHEMA	workflow	workflow	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|audit|decision_kind|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	audit	decision_kind	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|core|canonical_urn|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	core	canonical_urn	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|core|entity_kind|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	core	entity_kind	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|core|identity_resolution_state|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	core	identity_resolution_state	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|core|legacy_identity_kind|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	core	legacy_identity_kind	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|core|lifecycle_state|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	core	lifecycle_state	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|core|object_identity_candidate_kind|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	core	object_identity_candidate_kind	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|core|release_token|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	core	release_token	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|core|sha256_hex|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	core	sha256_hex	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|provenance|assertion_status|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	provenance	assertion_status	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|provenance|assertion_subject_kind|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	provenance	assertion_subject_kind	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|provenance|assertion_value_kind|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	provenance	assertion_value_kind	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|provenance|assignment_kind|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	provenance	assignment_kind	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|provenance|evidence_role|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	provenance	evidence_role	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|raw|asset_authority|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	raw	asset_authority	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|raw|delta_disposition|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	raw	delta_disposition	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|raw|import_disposition|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	raw	import_disposition	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|release|boundary_kind|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	release	boundary_kind	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|release|count_eligibility|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	release	count_eligibility	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|release|publication_layer|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	release	publication_layer	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|release|release_state|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	release	release_state	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|release|research_source_role|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	release	research_source_role	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|release|validation_receipt_kind|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	release	validation_receipt_kind	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|release|validation_result|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	release	validation_result	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|release|visual_composition_state|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	release	visual_composition_state	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|research|claim_relation_role|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	research	claim_relation_role	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|research|claim_status|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	research	claim_status	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|research|legacy_graph_disposition|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	research	legacy_graph_disposition	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|research|membership_disposition|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	research	membership_disposition	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|research|relation_acceptance_basis|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	research	relation_acceptance_basis	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|research|relation_endpoint_kind|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	research	relation_endpoint_kind	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|research|relation_origin|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	research	relation_origin	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|research|relation_status|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	research	relation_status	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|rights|attribution_state|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	rights	attribution_state	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|rights|delivery_mode|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	rights	delivery_mode	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|rights|delivery_reason_code|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	rights	delivery_reason_code	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|rights|delivery_rule_id|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	rights	delivery_rule_id	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|rights|health_state|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	rights	health_state	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|rights|legacy_visual_disposition|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	rights	legacy_visual_disposition	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|rights|locator_role|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	rights	locator_role	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|rights|locator_visibility|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	rights	locator_visibility	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|rights|policy_state|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	rights	policy_state	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|rights|reference_role|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	rights	reference_role	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|rights|representation_role|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	rights	representation_role	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|rights|rights_evidence_state|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	rights	rights_evidence_state	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|rights|rights_subject_kind|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	rights	rights_subject_kind	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|rights|takedown_action|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	rights	takedown_action	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|rights|takedown_scope_kind|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	rights	takedown_scope_kind	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|workflow|case_kind|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	workflow	case_kind	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|workflow|queue_state|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	workflow	queue_state	USAGE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|TYPE_PRIVILEGE|workflow|review_outcome|USAGE	gda_v49_phase2a_publisher	ROLE	TYPE_PRIVILEGE	TYPE	workflow	review_outcome	USAGE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_reviewer|DATABASE_PRIVILEGE|\\N|gda_v49_phase2a_fresh_replay|CONNECT	gda_v49_phase2a_reviewer	ROLE	DATABASE_PRIVILEGE	DATABASE	\N	gda_v49_phase2a_fresh_replay	CONNECT	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_reviewer|DATABASE_PRIVILEGE|\\N|gda_v49_phase2a_fresh_replay|CREATE	gda_v49_phase2a_reviewer	ROLE	DATABASE_PRIVILEGE	DATABASE	\N	gda_v49_phase2a_fresh_replay	CREATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_reviewer|DATABASE_PRIVILEGE|\\N|gda_v49_phase2a_fresh_replay|TEMP	gda_v49_phase2a_reviewer	ROLE	DATABASE_PRIVILEGE	DATABASE	\N	gda_v49_phase2a_fresh_replay	TEMP	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_reviewer|RELATION_PRIVILEGE|api_v1|current_object|DELETE	gda_v49_phase2a_reviewer	ROLE	RELATION_PRIVILEGE	VIEW	api_v1	current_object	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_reviewer|RELATION_PRIVILEGE|api_v1|current_object|INSERT	gda_v49_phase2a_reviewer	ROLE	RELATION_PRIVILEGE	VIEW	api_v1	current_object	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_reviewer|RELATION_PRIVILEGE|api_v1|current_object|REFERENCES	gda_v49_phase2a_reviewer	ROLE	RELATION_PRIVILEGE	VIEW	api_v1	current_object	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_reviewer|RELATION_PRIVILEGE|api_v1|current_object|SELECT	gda_v49_phase2a_reviewer	ROLE	RELATION_PRIVILEGE	VIEW	api_v1	current_object	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_reviewer|RELATION_PRIVILEGE|api_v1|current_object|TRIGGER	gda_v49_phase2a_reviewer	ROLE	RELATION_PRIVILEGE	VIEW	api_v1	current_object	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_reviewer|RELATION_PRIVILEGE|api_v1|current_object|TRUNCATE	gda_v49_phase2a_reviewer	ROLE	RELATION_PRIVILEGE	VIEW	api_v1	current_object	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_reviewer|RELATION_PRIVILEGE|api_v1|current_object|UPDATE	gda_v49_phase2a_reviewer	ROLE	RELATION_PRIVILEGE	VIEW	api_v1	current_object	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_reviewer|RELATION_PRIVILEGE|api_v1|current_version_status|DELETE	gda_v49_phase2a_reviewer	ROLE	RELATION_PRIVILEGE	VIEW	api_v1	current_version_status	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_reviewer|RELATION_PRIVILEGE|api_v1|current_version_status|INSERT	gda_v49_phase2a_reviewer	ROLE	RELATION_PRIVILEGE	VIEW	api_v1	current_version_status	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
