cluster_key,priority_rank,packet_layer,recommended_first_action,blocking_issue,safe_for_sandbox_packet_trial,packet_scale,packet_readiness,packet_confidence,packet_relation_lane,region,theme,source_family,five_year_bucket,actual_year_span,global_scope_policy,cluster_size,role_rows,anchor_candidate_count,sub_candidate_count,card_candidate_count,appendix_candidate_count,text_deficit_count,minimum_text_pages,editorial_page_requirement,cover_main_requirement,normal_main_policy,folder_directory_mode,reason
Global / transnational|Modern typography and layout|Wikimedia Commons|1970-1974,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,large,scope_review_before_packet,low,macro_cluster_needs_split,Global / transnational,Modern typography and layout,Wikimedia Commons,1970-1974,1970-1974,global_host_requires_scope_review,673,673,42,355,250,0,0,15,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=large; sub_candidates=355; card_candidates=250; scope=global_host_requires_scope_review; lane=macro_cluster_needs_split
Serbia|Modern typography and layout|Wikimedia Commons|1960-1964,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Serbia,Modern typography and layout,Wikimedia Commons,1960-1964,1960-1960,region_specific_or_not_global,3,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Solomon Islands|Modern typography and layout|Wikimedia Commons|1965-1969,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Solomon Islands,Modern typography and layout,Wikimedia Commons,1965-1969,1966-1967,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Syria|Modern typography and layout|Wikimedia Commons|1985-1989,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Syria,Modern typography and layout,Wikimedia Commons,1985-1989,1986-1988,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Tanzania|Modern typography and layout|Wikimedia Commons|1880-1884,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Tanzania,Modern typography and layout,Wikimedia Commons,1880-1884,1880-1880,region_specific_or_not_global,2,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Thailand|Modern typography and layout|Wikimedia Commons|1990-1994,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Thailand,Modern typography and layout,Wikimedia Commons,1990-1994,1993-1994,region_specific_or_not_global,2,2,1,0,1,0,0,2,recommended_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Tunisia|Modern typography and layout|Wikimedia Commons|1970-1974,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Tunisia,Modern typography and layout,Wikimedia Commons,1970-1974,1971-1974,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Tunisia|World War and public-information graphics|Wikimedia Commons|1940-1944,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Tunisia,World War and public-information graphics,Wikimedia Commons,1940-1944,1943-1943,region_specific_or_not_global,2,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Turkey|Modern typography and layout|Wikimedia Commons|1950-1954,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Turkey,Modern typography and layout,Wikimedia Commons,1950-1954,1950-1950,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
United Kingdom|Modern typography and layout|Wikimedia Commons|1910-1914,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,United Kingdom,Modern typography and layout,Wikimedia Commons,1910-1914,1910-1911,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
United Kingdom|Modern typography and layout|Wikimedia Commons|1970-1974,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,United Kingdom,Modern typography and layout,Wikimedia Commons,1970-1974,1970-1971,region_specific_or_not_global,4,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
United Kingdom|Modern typography and layout|Wikimedia Commons|1990-1994,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,United Kingdom,Modern typography and layout,Wikimedia Commons,1990-1994,1990-1993,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
United Kingdom|World War and public-information graphics|Wikimedia Commons|1910-1914,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,United Kingdom,World War and public-information graphics,Wikimedia Commons,1910-1914,1913-1914,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
United Kingdom|World War and public-information graphics|Wikimedia Commons|1915-1919,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,United Kingdom,World War and public-information graphics,Wikimedia Commons,1915-1919,1917-1918,region_specific_or_not_global,4,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
United Kingdom|World War and public-information graphics|Wikimedia Commons|1945-1949,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,United Kingdom,World War and public-information graphics,Wikimedia Commons,1945-1949,1945-1945,region_specific_or_not_global,2,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
United States|Modern typography and layout|Wikimedia Commons|1850-1854,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,United States,Modern typography and layout,Wikimedia Commons,1850-1854,1850-1854,region_specific_or_not_global,3,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Uruguay|Modern typography and layout|Wikimedia Commons|1910-1914,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Uruguay,Modern typography and layout,Wikimedia Commons,1910-1914,1910-1911,region_specific_or_not_global,3,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Vietnam|World War and public-information graphics|Wikimedia Commons|1945-1949,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Vietnam,World War and public-information graphics,Wikimedia Commons,1945-1949,1945-1946,region_specific_or_not_global,2,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Vietnam|World War and public-information graphics|Wikimedia Commons|1950-1954,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Vietnam,World War and public-information graphics,Wikimedia Commons,1950-1954,1950-1954,region_specific_or_not_global,3,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Vietnam|World War and public-information graphics|Wikimedia Commons|1965-1969,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Vietnam,World War and public-information graphics,Wikimedia Commons,1965-1969,1967-1969,region_specific_or_not_global,3,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Albania|Modern typography and layout|Wikimedia Commons|1960-1964,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,single_or_micro,method_review_only,low,small_anchor_or_manual,Albania,Modern typography and layout,Wikimedia Commons,1960-1964,1963-1963,region_specific_or_not_global,1,1,1,0,0,0,0,1,optional_editorial_page,cover_main_optional,single_normal_main_expected,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Algeria|World War and public-information graphics|Wikimedia Commons|2005-2009,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,single_or_micro,method_review_only,low,small_anchor_or_manual,Algeria,World War and public-information graphics,Wikimedia Commons,2005-2009,2006-2006,region_specific_or_not_global,1,1,1,0,0,0,0,1,optional_editorial_page,cover_main_optional,single_normal_main_expected,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Aotearoa New Zealand|Corporate identity and design systems|Te Papa|1985-1989,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,single_or_micro,method_review_only,low,small_anchor_or_manual,Aotearoa New Zealand,Corporate identity and design systems,Te Papa,1985-1989,1988-1988,region_specific_or_not_global,1,1,1,0,0,0,0,1,optional_editorial_page,cover_main_optional,single_normal_main_expected,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Aotearoa New Zealand|Midcentury modern graphic communication|DigitalNZ|2015-2019,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,single_or_micro,method_review_only,low,small_anchor_or_manual,Aotearoa New Zealand,Midcentury modern graphic communication,DigitalNZ,2015-2019,2019-2019,region_specific_or_not_global,1,1,1,0,0,0,0,1,optional_editorial_page,cover_main_optional,single_normal_main_expected,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1985-1989,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,single_or_micro,method_review_only,low,small_anchor_or_manual,Aotearoa New Zealand,Modern typography and layout,Wikimedia Commons,1985-1989,1986-1986,region_specific_or_not_global,1,1,1,0,0,0,0,1,optional_editorial_page,cover_main_optional,single_normal_main_expected,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
